stud_no,firstname,lastname,gender,avg_grade,IQ,birthdate,hometown
5689,Mittie,Guerrero,Male,1.707692,86,4/6/1986 0:00,MANDAUE CITY
5690,Hettie,Cox,Male,1.292307,118,1/6/1986 0:00,CEBU CITY
5691,Frances,Olson,Male,1.576923,99,11/1/1986 0:00,LAPU-LAPU CITY
5692,Leah,Holt,Male,2.076923,91,10/28/1986 0:00,CEBU CITY
5693,Flora,Rice,Male,1.530769,99,6/29/1986 0:00,TALISAY CITY
5694,Duane,Gonzales,Male,2.253846,84,11/24/1986 0:00,DANAO CITY
5695,Luke,Henderson,Male,1.746153,91,12/27/1985 0:00,MEDELLIN
5696,Helena,Abbott,Female,1.48,104,6/3/1986 0:00,MINGLANILLA
5697,Todd,Joseph,Male,1.95,94,11/7/1986 0:00,CEBU CITY
5698,Hester,Stokes,Female,1.773076,103,12/1/1985 0:00,LAPU-LAPU CITY
5699,Isabella,Manning,Male,1.911538,96,8/1/1985 0:00,BOGO
5700,John,Hines,Male,1.592307,102,10/29/1986 0:00,ASTURIAS
5701,Mabelle,Russell,Female,1.636,86,10/8/1986 0:00,MINGLANILLA
5702,Madge,Henderson,Female,2.056521,83,6/16/1986 0:00,LAPU-LAPU CITY
5703,Josephine,Ballard,Female,1.907692,117,8/8/1986 0:00,CEBU CITY
5704,Emilie,Wise,Female,1.628,105,3/29/1985 0:00,CEBU CITY
5705,Nell,Moore,Female,1.330434,111,6/25/1986 0:00,SAN MIGUEL
5706,Chad,Washington,Female,1.938461,80,4/27/1984 0:00,CEBU CITY
5707,Jay,Fowler,Male,1.376923,102,3/8/1959 0:00,SAN FERNANDO
5708,Lenora,Lewis,Female,1.973076,106,4/9/1972 0:00,"BALINGASAG,"
5709,Callie,Mendoza,Female,1.907692,96,6/20/1969 0:00,CEBU CITY
5710,Brandon,Briggs,Male,1.25,120,1/18/1985 0:00,BALAMBAN
5711,Josephine,Hawkins,Male,1.261538,95,10/8/1977 0:00,LILOAN
5712,Mason,Sharp,Male,1.742307,106,5/24/1983 0:00,VILLAREAL
5713,Roxie,Ballard,Female,1.664,99,12/10/1981 0:00,CAWAYAN
5714,Ann,McBride,Female,2.292,87,10/14/1980 0:00,DUMANJUG
5715,Edith,Olson,Male,1.653846,108,4/26/1986 0:00,GENERAL SANTOS CITY
5716,Danny,Chavez,Female,1.521739,114,11/11/1986 0:00,ASTURIAS
5717,Eugene,Davidson,Male,1.711538,99,1/25/1985 0:00,ZARRAGA
5718,Adrian,Wilkins,Male,1.584615,90,1/16/1985 0:00,CEBU CITY
5719,Marion,Bell,Female,2.230434,91,5/1/1986 0:00,ASTURIAS
5720,Lucile,Owens,Male,1.5,113,11/2/1985 0:00,TOLEDO CITY
5721,Calvin,Goodwin,Male,1.934615,96,8/27/1977 0:00,LAPU-LAPU CITY
5722,Travis,Harmon,Female,1.496,100,5/24/1984 0:00,ILAGAN
5723,Ada,Byrd,Male,1.676923,105,11/2/1985 0:00,TANDAG
5724,Lelia,Duncan,Female,1.861538,103,11/1/1985 0:00,LIANGA
5725,Jean,Cox,Male,1.557692,107,8/3/1986 0:00,Kauayan
5726,Annie,Harmon,Male,1.823076,118,6/26/1985 0:00,PAGADIAN CITY
5727,Sophia,Moody,Female,1.434615,91,10/27/1986 0:00,ASTURIAS
5728,Louise,Day,Female,1.607692,99,9/25/1986 0:00,DUMANJUG
5729,Olga,Ruiz,Female,1.607692,98,12/28/1984 0:00,MAKILALA
5730,Lottie,Morris,Female,1.642307,95,10/3/1986 0:00,TORIL
5731,Violet,McCormick,Female,1.756521,109,9/7/1986 0:00,SIPALAY CITY
5732,Sara,Robinson,Female,1.496153,88,12/23/1985 0:00,ARGAO
5733,Harriet,Lewis,Female,1.811538,96,1/4/1987 0:00,COMPOSTELA
5734,Mable,Perkins,Male,2.084615,94,12/21/1986 0:00,NEW BATAAN
5735,Jackson,McCoy,Male,2.092307,92,10/27/1983 0:00,MEDELLIN
5736,Seth,Tucker,Male,1.608,94,12/9/1987 0:00,DUMANJUG
5737,David,Fox,Male,1.973076,111,3/19/1986 0:00,CEBU CITY
5738,Roxie,Pratt,Female,1.796153,98,7/16/1984 0:00,CEBU CITY
5739,Emma,Jimenez,Female,1.984615,111,11/17/1970 0:00,TALISAY CITY
5740,Sylvia,Fisher,Male,2.11923,101,2/19/1983 0:00,CEBU CITY
5741,Franklin,Fuller,Female,1.706896,112,5/4/1985 0:00,TOLEDO CITY
5742,Willie,Poole,Male,1.684615,86,4/20/1959 0:00,"San Nicolas, Cebu City"
5743,Rosa,Burke,Male,1.81923,108,7/26/1960 0:00,CEBU CITY
5744,Connor,Summers,Male,2.034615,105,1/18/1987 0:00,TOLEDO CITY
5745,Tyler,Webb,Male,1.81923,107,11/3/1985 0:00,BANTAYAN
5746,Chase,Alvarez,Male,1.480769,113,11/28/1982 0:00,SAN MIGUEL
5747,Addie,Sims,Female,1.661538,100,9/6/1982 0:00,DAGUHOY
5748,Larry,Simpson,Male,1.426923,112,7/16/1986 0:00,CEBU CITY
5749,Danny,Gill,Female,1.63913,103,7/16/1986 0:00,CEBU CITY
5750,Catherine,Austin,Female,1.995652,99,6/26/1986 0:00,CEBU CITY
5751,Hallie,Poole,Female,1.695652,106,4/28/1986 0:00,CEBU CITY
5752,Lillie,Powell,Female,1.765384,100,11/16/1985 0:00,ISABEL
5753,Rebecca,Allen,Female,1.51923,113,8/11/1986 0:00,CEBU CITY
5754,Clayton,Elliott,Male,1.615384,112,5/8/1986 0:00,TOLEDO CITY
5755,Landon,Mills,Female,1.584615,108,10/8/1986 0:00,TALISAY CITY
5756,Ray,Fleming,Female,1.41923,118,5/18/1986 0:00,BAYBAY
5757,Isaiah,Jensen,Female,1.561538,97,2/8/1986 0:00,CEBU CITY
5758,Lloyd,Colon,Male,1.472,85,2/24/1985 0:00,TALISAY CITY
5759,Zachary,Reynolds,Male,1.711538,109,3/18/1986 0:00,BANTAYAN
5760,Darrell,Jefferson,Male,2.196153,107,12/1/1985 0:00,CEBU CITY
5761,Rosetta,Reyes,Female,1.157692,112,1/23/1986 0:00,CANDIJAY
5762,Norman,Wagner,Male,1.66923,105,9/17/1985 0:00,MANDAUE CITY
5763,Sadie,Stephens,Female,1.769565,97,10/15/1986 0:00,MANDAUE CITY
5764,Lula,Rodgers,Male,1.865384,83,8/20/1980 0:00,MEDELLIN
5765,Mattie,Stevenson,Male,1.715384,90,8/7/1986 0:00,CORDOVA
5766,Edna,Richardson,Female,1.521739,103,6/19/1986 0:00,CEBU CITY
5767,Ryan,Keller,Male,1.534615,116,1/10/1982 0:00,CEBU CITY
5768,Jean,Santiago,Male,1.557692,95,8/10/1986 0:00,CEBU CITY
5769,Verna,McBride,Male,1.496153,105,1/6/1986 0:00,CEBU CITY
5770,Francisco,Burgess,Male,1.603846,99,9/28/1985 0:00,CEBU CITY
5771,Darrell,Jensen,Female,1.584615,101,6/7/1987 0:00,BOGO
5772,Jeanette,Strickland,Male,2.145,88,4/17/1987 0:00,CEBU CITY
5773,Susan,Douglas,Male,2.285,87,7/2/1983 0:00,CEBU CITY
5774,Jason,Kim,Female,1.707692,97,4/18/1983 0:00,BUKIDNON
5775,Ian,Vega,Female,1.615384,102,7/22/1986 0:00,TALISAY CITY
5776,Dylan,Sharp,Female,1.865384,122,2/22/1986 0:00,TALISAY CITY
5777,Eugene,Chavez,Female,2.096,97,1/4/1987 0:00,LAPU-LAPU CITY
5778,Sean,Williams,Female,1.780769,99,3/26/1986 0:00,CEBU CITY
5779,Eula,Warren,Male,1.98,100,6/18/1985 0:00,CEBU CITY
5780,Nathaniel,Buchanan,Female,1.964,78,11/27/1984 0:00,ARGAO
5781,Delia,Stevens,Female,2.032,86,11/6/1981 0:00,COMPOSTELA
5782,Manuel,Butler,Male,1.95,95,6/14/1986 0:00,CARCAR CITY
5783,Melvin,Francis,Male,1.873076,90,12/22/1986 0:00,ALOGUINSAN
5784,Josephine,McDonald,Female,1.273076,130,12/18/1983 0:00,DIPOLOG CITY
5785,Noah,Abbott,Female,1.580769,103,10/5/1982 0:00,LILO-AN
5786,Ronald,Fields,Male,1.96923,100,7/9/1983 0:00,CEBU CITY
5787,Ruby,Parsons,Female,1.730769,90,9/26/1985 0:00,CEBU CITY
5788,Sadie,Sims,Female,1.346153,129,5/18/1986 0:00,BAYBAY
5789,Ian,Moreno,Female,2.095652,103,10/30/1981 0:00,LAPU-LAPU CITY
5790,Wesley,Joseph,Male,1.573913,108,5/12/1980 0:00,MERIDA
5791,Hester,Perry,Male,1.55,105,6/19/1985 0:00,ILIGAN CITY
5792,Miguel,Farmer,Male,1.573076,101,7/30/1984 0:00,MANDAUE CITY
5793,Margaret,Hopkins,Female,2.303846,102,5/3/1986 0:00,TALISAY CITY
5794,Phoebe,Gonzales,Female,1.661538,92,11/19/1977 0:00,LAPU-LAPU CITY
5795,Hallie,Figueroa,Female,1.707692,106,11/8/1984 0:00,SAN CARLOS CITY
5796,Calvin,Kim,Female,1.526923,107,6/3/1985 0:00,CEBU CITY
5797,Nina,Grant,Female,1.803846,90,9/2/1984 0:00,TOLEDO CITY
5798,Josephine,Collier,Male,1.91923,112,7/28/1985 0:00,LOAY
5799,Ann,Fields,Male,1.892307,90,5/16/1984 0:00,CAMOTES
5800,Roy,Mason,Male,1.792307,95,7/31/1983 0:00,CEBU CITY
5801,Dale,Newton,Female,2.192307,96,1/4/1975 0:00,"BANTAYAN,"
5802,Bessie,Todd,Female,1.711538,112,2/23/1986 0:00,cebu city
5803,Katie,Mason,Female,1.707692,101,12/1/1981 0:00,"CARCAR,"
5804,Virgie,Medina,Male,2,105,6/14/1985 0:00,CEBU CITY
5805,Victoria,Gonzalez,Male,2.011538,90,9/16/1985 0:00,CEBU CITY
5806,Sam,Gill,Male,1.742307,88,3/4/1986 0:00,TOLEDO CITY
5807,Sam,Boyd,Male,1.938461,90,5/15/1983 0:00,BARILI
5808,Nellie,Arnold,Male,1.734615,101,3/3/1986 0:00,DAANBANTAYAN
5809,Lettie,Cross,Male,2.2,96,3/9/1987 0:00,CEBU CITY
5810,Viola,Boyd,Female,1.661538,106,3/28/1986 0:00,CAWAYAN
5811,Inez,McBride,Male,1.396153,118,1/4/1985 0:00,DUMANJUG
5812,Sophia,Lloyd,Male,1.846153,92,9/6/1985 0:00,LAPU-LAPU CITY
5813,Lily,Cooper,Male,1.573076,116,8/10/1986 0:00,CARCAR
5814,Catherine,Davis,Female,1.946153,112,6/1/1986 0:00,TALISAY CITY
5815,Carolyn,Torres,Female,1.76,90,11/7/1985 0:00,LAPU-LAPU CITY
5816,Luis,Jackson,Male,1.538461,95,9/14/1982 0:00,TRINIDAD
5817,Rebecca,Neal,Male,1.926923,99,2/24/1986 0:00,CEBU CITY
5818,Clara,Walton,Male,1.930769,107,7/25/1986 0:00,TABUELAN
5819,Callie,Love,Female,2.192,106,7/15/1986 0:00,SAN FERNANDO
5820,Shawn,Soto,Female,2.116,105,7/29/1985 0:00,CEBU CITY
5821,Clara,Richards,Male,1.932,101,5/9/1984 0:00,TALIBON
5822,Bradley,White,Female,1.9,95,7/1/1985 0:00,LAPU-LAPU CITY
5823,Fanny,Howard,Female,1.273076,105,5/4/1985 0:00,CEBU CITY
5824,Emma,Miller,Female,1.564,110,4/3/1986 0:00,CEBU CITY
5825,Stanley,Foster,Male,1.823076,87,7/29/1986 0:00,CEBU CITY
5826,Leon,Fisher,Male,1.608695,103,1/9/1983 0:00,CEBU CITY
5827,Elnora,Powers,Male,1.707692,102,10/7/1982 0:00,BARILI
5828,Tony,Delgado,Female,2.184615,111,9/19/1986 0:00,TALISAY CITY
5829,Betty,Gomez,Female,2.213043,103,9/19/1981 0:00,CEBU CITY
5830,Russell,Walsh,Male,2.364,86,10/9/1984 0:00,TALISAY CITY
5831,Addie,Morrison,Male,1.821739,109,9/28/1984 0:00,CALBAYOG CITY
5832,Matthew,Love,Female,1.292,90,12/27/1978 0:00,CEBU CITY
5833,Benjamin,Owens,Female,1.542307,101,5/1/1985 0:00,TUBIGON
5834,Olivia,Guzman,Male,1.830434,105,5/20/1953 0:00,MANDAUE CITY
5835,Duane,Cunningham,Female,1.686956,103,2/13/1980 0:00,INABANGA
5836,Eliza,Fleming,Female,2.23,100,8/21/1985 0:00,CEBU CITY
5837,Kate,Rogers,Female,1.780769,106,2/7/1982 0:00,CEBU CITY
5838,Fred,Harrington,Male,2.008695,106,1/2/1979 0:00,MANDAUE CITY
5839,Alice,Cain,Male,2.003846,112,2/27/1980 0:00,CEBU CITY
5840,Hattie,Estrada,Male,1.188461,112,7/4/1986 0:00,LAPU-LAPU CITY
5841,Stella,Ford,Male,1.81923,94,6/11/1978 0:00,ORMOC CITY
5842,Owen,Alexander,Female,1.75,96,4/15/1986 0:00,TALISAY CITY
5843,Devin,Huff,Female,1.980769,90,9/1/1987 0:00,TALISAY CITY
5844,Irene,Fernandez,Female,1.943478,91,3/17/1987 0:00,ARGAO
5845,Viola,Hines,Male,1.957692,97,12/19/1984 0:00,MANDAUE CITY
5846,Pearl,Banks,Male,2.123076,94,2/6/1984 0:00,CEBU CITY
5847,Matilda,Salazar,Female,1.557692,97,6/5/1986 0:00,CONSOLACION
5848,Alan,Morton,Male,1.842307,111,10/15/1987 0:00,CEBU CITY
5849,Edwin,Vega,Female,1.434615,105,7/18/1981 0:00,NASIPIT
5850,Ethel,Chandler,Female,1.476923,102,10/3/1983 0:00,CORDOVA
5851,Franklin,Wade,Male,2.096,78,5/5/1987 0:00,TALISAY CITY
5852,Margaret,Barrett,Female,1.630769,86,2/7/1987 0:00,CEBU CITY
5853,Steve,Floyd,Male,1.684615,113,4/30/1980 0:00,TALISAY CITY
5854,Roy,Myers,Male,1.530769,102,11/25/1983 0:00,TUBURAN
5855,Leon,Benson,Male,1.353846,94,5/18/1987 0:00,CITY OF NAGA
5856,Maude,Ball,Female,1.552,118,12/6/1987 0:00,TALISAY CITY
5857,Michael,Hayes,Male,1.415384,105,11/21/1987 0:00,CEBU CITY
5858,Paul,Griffin,Female,1.446153,106,4/3/1986 0:00,CEBU CITY
5859,Phillip,Butler,Male,1.75,100,8/22/1985 0:00,OUEZON CITY
5860,Zachary,Carr,Female,1.557692,102,12/27/1980 0:00,TALISAY
5861,Jeremy,Murphy,Female,1.376923,107,3/15/1967 0:00,CEBU CITY
5862,Harry,Marshall,Female,2.273076,91,1/27/1980 0:00,ARGAO
5863,Pauline,Shaw,Female,1.408,100,8/25/1987 0:00,CEBU CITY
5864,Mollie,Holland,Female,1.952173,96,10/11/1987 0:00,CEBU CITY
5865,Ruby,Rose,Female,1.852173,95,9/20/1986 0:00,CEBU CITY
5866,Alvin,Martinez,Male,1.246153,112,12/11/1986 0:00,MANDAUE CITY
5867,Dorothy,Shaw,Female,1.526923,99,11/28/1985 0:00,ALCOY
5868,Madge,Lewis,Male,1.223076,113,9/27/1987 0:00,ZAMBOANGA CITY
5869,Rosie,Chavez,Male,1.307692,109,1/28/1987 0:00,LAPU-LAPU CITY
5870,Justin,Guzman,Female,1.465384,107,6/24/1987 0:00,CEBU CITY
5871,Mollie,Patterson,Male,1.9,97,9/24/1987 0:00,Cebu City
5872,Ray,Douglas,Male,2.088461,85,4/25/1987 0:00,CATMON
5873,Cecelia,Cummings,Male,1.153846,116,9/15/1987 0:00,CEBU CITY
5874,Glen,Hodges,Male,1.85,91,10/14/1987 0:00,CEBU CITY
5875,Marvin,Alvarez,Female,1.16923,122,11/19/1987 0:00,BORONGAN CITY
5876,Bertha,Anderson,Male,1.384615,99,12/25/1986 0:00,CORDOVA
5877,Roy,Holmes,Female,1.403846,94,7/4/1987 0:00,LAPU-LAPU CITY
5878,Brandon,Ryan,Male,1.703846,95,11/27/1987 0:00,DANAO CITY
5879,Jane,Moreno,Female,2.248,90,12/28/1984 0:00,LINGIG
5880,Jay,Fox,Male,1.707692,100,12/18/1981 0:00,TALISAY CITY
5881,Gertrude,Adams,Male,1.292307,99,11/5/1985 0:00,CEBU CITY
5882,Arthur,Goodwin,Male,1.973076,105,8/8/1987 0:00,IPIL
5883,Jennie,Harmon,Male,1.280769,91,3/30/1987 0:00,CEBU CITY
5884,Clifford,Stevens,Male,1.823076,107,2/24/1988 0:00,SAN ISIDRO
5885,Lou,Meyer,Female,2.26,94,10/20/1987 0:00,BUTUAN CITY
5886,Cecelia,Nichols,Male,1.688461,109,12/16/1986 0:00,LILO-AN
5887,Adam,Murray,Male,2.292307,88,7/5/1987 0:00,"BASAK, CEBU CITY"
5888,Jesse,Richardson,Female,1.780769,112,1/14/1987 0:00,NAGA
5889,Sophie,Ball,Male,1.938461,101,12/5/1986 0:00,ISABEL
5890,Stella,Butler,Male,1.85,96,1/14/1988 0:00,CEBU CITY
5891,Gabriel,Reynolds,Male,2.184615,97,9/5/1987 0:00,TALISAY CITY
5892,Clara,Cox,Male,1.726923,99,1/14/1987 0:00,CEBU CITY
5893,Johanna,Malone,Male,1.556521,107,11/22/1986 0:00,BALAMBAN
5894,Bessie,Tucker,Female,1.447826,107,11/24/1987 0:00,LAPU-LAPU CITY
5895,Jerry,Weber,Female,1.403846,102,5/2/1988 0:00,TUBOD
5896,Lucinda,Strickland,Female,1.642307,133,9/4/1987 0:00,TANDAG
5897,Max,Lucas,Male,2.026086,106,6/9/1987 0:00,CEBU CITY
5898,Abbie,Gordon,Male,1.828,84,6/11/1988 0:00,MANDAUE CITY
5899,Elnora,McKenzie,Female,1.412,107,11/1/1987 0:00,MEDELLIN
5900,Brian,Gregory,Male,1.85,103,9/15/1987 0:00,MANDAUE CITY
5901,Alex,Allen,Female,1.223076,123,5/5/1986 0:00,TOLEDO CITY
5902,Lillie,Sanchez,Female,2.256521,96,4/3/1987 0:00,CEBU CITY
5903,Lloyd,Harrington,Male,1.426923,109,9/10/1983 0:00,MANDAUE CITY
5904,Amanda,Lamb,Male,2.057692,81,5/11/1987 0:00,BUTUAN CITY
5905,Olga,Benson,Female,2.147826,107,2/6/1961 0:00,CEBU CITY
5906,Roger,Fisher,Female,1.873076,91,4/8/1963 0:00,CEBU CITY
5907,Loretta,Bryan,Female,1.830769,86,12/30/1991 0:00,CEBU CITY
5908,Nina,Patton,Female,1.988461,90,2/15/1991 0:00,CEBU CITY
5909,Lee,Swanson,Male,1.692307,99,8/14/1991 0:00,CEBU CITY
5910,Leo,Harvey,Male,1.51923,96,12/10/1991 0:00,TALISAY CITY
5911,Marie,Sanchez,Female,1.613043,102,12/29/1991 0:00,CEBU CITY
5912,Virginia,Lawson,Male,1.461538,106,8/26/1992 0:00,CEBU CITY
5913,Joshua,Allen,Female,1.768,83,6/17/1991 0:00,TALISAY CITY
5914,Mae,Hill,Male,2.307692,90,7/18/1991 0:00,TALISAY CITY
5915,Sallie,Mendez,Male,2.438461,96,4/10/1991 0:00,"TALISAY CITY, cebu 6045"
5916,Jonathan,Welch,Male,1.884615,80,6/29/1991 0:00,TALISAY CITY
5917,Lora,Gibson,Male,1.680769,99,2/27/1992 0:00,CEBU CITY
5918,Delia,Massey,Female,1.526923,99,1/25/1991 0:00,CEBU CITY
5919,Maud,Pearson,Male,2.085,80,2/1/1991 0:00,TALISAY CITY
5920,Adelaide,Ryan,Female,1.596153,95,2/14/1991 0:00,TALISAY CITY
5921,Maurice,Wolfe,Male,2.373076,80,5/7/1991 0:00,CEBU CITY
5922,Philip,Carter,Female,1.565384,90,3/9/1992 0:00,"PUNTA PRINCESA, CEBU CITY"
5923,Noah,Leonard,Male,1.642307,110,3/27/1991 0:00,CEBU CITY
5924,Roxie,Fleming,Male,1.680769,104,1/17/1992 0:00,TALISAY CITY
5925,Isaiah,Hayes,Female,1.865384,94,12/17/1991 0:00,CEBU CITY
5926,Dale,Sandoval,Female,1.969565,97,9/28/1991 0:00,TALISAY
5927,Francis,Holt,Male,1.173076,95,10/25/1994 0:00,TALISAY CITY
5928,Daisy,Ramsey,Male,2,99,8/21/1991 0:00,TALISAY CITY
5929,Micheal,Griffin,Male,1.730769,95,4/24/1992 0:00,CEBU CITY
5930,Peter,Bryant,Female,1.565384,113,12/21/1990 0:00,CEBU CITY
5931,Christina,Cox,Male,1.292307,94,7/20/1991 0:00,CEBU CITY
5932,Viola,Collier,Female,1.280769,116,9/22/1991 0:00,CEBU CITY
5933,Jimmy,Santos,Male,2.536,83,3/22/1991 0:00,MINGLANILLA
5934,Luella,Nguyen,Male,1.261538,104,10/10/1991 0:00,CEBU CITY
5935,Sadie,Woods,Male,1.361538,95,4/2/1991 0:00,TALISAY
5936,Jesse,Christensen,Female,1.982608,98,2/21/1992 0:00,MINGLANILLA
5937,Russell,Harrington,Female,2.161538,84,12/17/1990 0:00,TALISAY CITY
5938,Isaiah,Valdez,Female,1.807692,97,9/20/1991 0:00,CEBU CITY
5939,Joe,Wallace,Female,1.653846,102,7/4/1991 0:00,CEBU CITY
5940,Lillian,Franklin,Female,1.634615,114,9/24/1991 0:00,CEBU CITY 6000 cebu
5941,Ruth,Rice,Male,2.307692,90,9/1/1991 0:00,CEBU CITY
5942,Jack,Ingram,Female,1.692307,93,9/27/1992 0:00,CEBU CITY
5943,Alfred,Peters,Female,1.323076,119,12/19/1991 0:00,TALISAY CITY
5944,Maude,Mathis,Male,1.623076,116,3/23/1991 0:00,"GUADALUPE, CEBU CITY 6000"
5945,Albert,Newman,Male,1.565384,104,3/16/1991 0:00,CEBU CITY
5946,Emilie,Gilbert,Female,1.415384,136,12/10/1991 0:00,LAPU-LAPU CITY
5947,Lena,Newton,Male,1.692307,97,11/21/1991 0:00,MINGLANILLA
5948,Iva,Allison,Female,2.510344,84,12/3/1991 0:00,MINGLANILLA
5949,Estelle,Powell,Female,1.346153,100,10/15/1991 0:00,OSLOB
5950,Harold,Carson,Male,1.496153,94,11/30/1991 0:00,CEBU CITY
5951,Sylvia,Nash,Female,1.634615,116,2/2/1992 0:00,MINGLANILLA
5952,Alma,Lloyd,Male,1.503846,94,11/23/1991 0:00,CEBU CITY
5953,Gordon,Diaz,Female,1.380769,99,6/26/1991 0:00,TALISAY CITY
5954,Luella,Ortiz,Female,1.276923,108,2/6/1991 0:00,CEBU CITY
5955,Jeffery,Rios,Female,1.946153,97,11/7/1991 0:00,CEBU CITY 6000 cebu
5956,Vernon,Carpenter,Male,1.612,103,11/14/1991 0:00,CEBU CITY
5957,Lora,Blake,Female,1.91923,83,3/30/1991 0:00,Cebu City
5958,George,Gonzalez,Male,2.052,97,10/9/1991 0:00,MINGLANILLA
5959,Alexander,Schneider,Female,1.616,101,11/1/1991 0:00,CEBU CITY
5960,Ora,Morgan,Female,2.228,86,9/1/1991 0:00,CEBU CITY
5961,Jeffrey,Nash,Male,2.217391,90,3/31/1991 0:00,MINGLANILLA
5962,Tommy,Barton,Female,1.726923,92,12/8/1990 0:00,CEBU CITY
5963,Kevin,Stevens,Male,1.908,90,1/6/1992 0:00,TALISAY CITY
5964,Ronald,Dawson,Male,1.980769,102,9/20/1987 0:00,CEBU CITY
5965,Dustin,Ross,Female,1.2,97,10/29/1987 0:00,TALISAY CITY
5966,Elmer,Holmes,Male,1.815384,88,9/3/1988 0:00,CORDOVA
5967,May,Walker,Male,1.792307,121,9/20/1987 0:00,CATMON
5968,Mollie,Spencer,Female,1.838461,94,11/16/1981 0:00,CEBU CITY
5969,Alberta,Baker,Male,1.392307,117,11/30/1986 0:00,TALISAY CITY
5970,Grace,Washington,Female,1.46923,97,3/1/1987 0:00,LAPU-LAPU CITY
5971,Derek,Bowman,Male,1.496153,102,7/26/1987 0:00,Pintuyan
5972,Lizzie,Taylor,Male,1.576923,95,8/12/1987 0:00,MANDAUE CITY
5973,Vera,Wood,Female,2.327586,100,2/21/1987 0:00,CEBU CITY
5974,Harry,Joseph,Female,1.946153,83,1/26/1988 0:00,CEBU CITY 6000 cebu
5975,Louis,Barrett,Male,1.788461,107,11/12/1991 0:00,MINGLANILLA
5976,Matthew,Reynolds,Male,1.46,107,4/16/1987 0:00,CEBU CITY
5977,Dominic,Kelly,Female,1.807692,107,9/6/1987 0:00,CEBU CITY
5978,Danny,Norman,Female,1.65,90,10/29/1987 0:00,CEBU CITY
5979,Lloyd,Roberson,Female,1.696153,99,10/28/1987 0:00,TALISAY CITY
5980,Ann,Bennett,Male,1.438461,96,12/23/1986 0:00,CEBU CITY
5981,Katherine,Wood,Male,1.81923,98,10/6/1987 0:00,Cebu City
5982,Rhoda,Howard,Male,1.646153,100,11/29/1987 0:00,RONDA
5983,Stephen,Roberts,Female,1.626086,96,6/7/1987 0:00,CARCAR CITY
5984,Ian,Rodriguez,Female,1.288461,121,5/23/1986 0:00,CEBU CITY
5985,Mamie,Nguyen,Male,2.015384,88,6/4/1987 0:00,CANTILAN
5986,Glen,Gregory,Female,1.8,107,11/6/1987 0:00,MINGLANILLA
5987,Ryan,Martinez,Male,1.908,91,6/30/1987 0:00,VILLABA
5988,Jeff,Garner,Female,2.508,96,12/29/1986 0:00,TALISAY CITY
5989,Annie,Gibbs,Male,2.1,87,4/7/1987 0:00,CEBU CITY
5990,Sean,Steele,Male,2.07826,99,2/23/1987 0:00,LAPU-LAPU CITY
5991,Steve,Hicks,Male,1.973076,92,6/6/1987 0:00,LAPU-LAPU CITY
5992,Ella,Robinson,Male,1.638461,92,7/23/1987 0:00,LAPU-LAPU CITY
5993,Maggie,Lambert,Male,2.288461,83,11/17/1986 0:00,Lapu-Lapu City
5994,Marian,Pittman,Male,1.492307,88,6/26/1991 0:00,TALISAY CITY
5995,Craig,Carpenter,Female,1.557692,84,1/8/1987 0:00,CEBU CITY
5996,Mabelle,Rice,Male,2.111538,84,8/15/1987 0:00,MINGLANILLA
5997,Gene,Perkins,Male,2.126923,95,8/1/1987 0:00,CORDOVA
5998,Jackson,Hamilton,Male,1.41923,105,1/27/1987 0:00,MEDELLIN
5999,Bess,Ross,Male,1.21923,92,7/5/1987 0:00,DANAO CITY
6000,Jack,May,Male,1.711538,86,5/30/1987 0:00,TALISAY CITY
6001,Nelle,Terry,Male,1.373076,94,8/17/1987 0:00,CEBU CITY
6002,Georgie,Snyder,Female,1.832,92,6/8/1987 0:00,CEBU CITY
6003,Noah,Stevenson,Female,1.542307,95,4/21/1987 0:00,BISLIG CITY
6004,Isabel,Richardson,Male,2.253846,95,11/25/1987 0:00,CEBU CITY
6005,Sally,Marshall,Female,1.414814,121,12/9/1987 0:00,TALISAY CITY
6006,Jeremy,Stewart,Male,1.646153,112,8/4/1987 0:00,BUENAVISTA
6007,Jay,Hill,Female,1.416,92,2/5/1987 0:00,CEBU CITY
6008,Ida,Marsh,Male,2.023076,106,3/3/1987 0:00,CARCAR CITY
6009,Cameron,Medina,Male,1.692307,102,9/28/1987 0:00,MANDAUE CITY
6010,Josephine,Hopkins,Male,1.403846,121,8/15/1987 0:00,DALAGUETE
6011,Henrietta,Morales,Female,1.926923,94,6/17/1987 0:00,CEBU CITY
6012,Ethan,Morgan,Male,1.634615,100,1/28/1987 0:00,CEBU CITY
6013,Manuel,Clarke,Female,1.503846,97,4/23/1988 0:00,CORDOVA
6014,Rosa,Hampton,Male,1.196153,130,8/27/1987 0:00,LAPU-LAPU CITY
6015,Landon,Tucker,Female,1.057692,125,2/13/1988 0:00,DAPITAN CITY
6016,Manuel,Greene,Male,1.7,90,9/9/1987 0:00,BURAUEN
6017,Harriett,Larson,Male,1.68,91,6/25/1987 0:00,MINGLANILLA
6018,Joshua,Christensen,Female,1.134615,111,9/20/1991 0:00,CEBU CITY
6019,Belle,Obrien,Female,1.623076,96,5/15/1987 0:00,TALISAY CITY
6020,Aiden,Holland,Male,1.829629,101,8/14/1987 0:00,DANAO CITY
6021,Jared,Austin,Male,2.296153,95,8/21/1987 0:00,CEBU CITY
6022,Harriett,Bowers,Female,1.4,95,7/21/1987 0:00,CEBU CITY
